nohup: ignoring input
Grasp Ppp1cc 0.260869565217
Grasp Nos1 0.179782903664
Grasp Pde1a 0.274809160305
Grasp Rapgef4 0.20675944334
Grasp Jak1 0.194682675815
Grasp Camk2a 0.266173752311
Grasp Apc2 0.132034632035
Grasp Grik2 0.229685807151
Grasp Ephb2 0.208374875374
Grasp Shank2 0.156013001083
Grasp Dlgap3 0.219315895372
Grasp Camk2d 0.256993006993
Grasp Grin2c 0.2032
Grasp Kcnj16 0.271653543307
Grasp Lrp8 0.238202247191
Grasp Dlg2 0.228765571914
Grasp Ube3a 0.220838052095
Grasp Shank1 0.134898710866
Grasp Lrfn1 0.251588310038
Grasp Shank3 0.164368450083
Grasp Vwc2 0.265909090909
Grasp Camk2b 0.258333333333
Grasp Calm1 0.194029850746
Grasp Gphn 0.238035264484
Grasp Ptk2b 0.213793103448
Grasp Camkk2 0.284053156146
Grasp Cacna1s 0.151878062058
Grasp Cacna1d 0.136342699217
Grasp Cacna1c 0.134529147982
Grasp Nrxn2 0.160515524312
Grasp Lrfn4 0.265486725664
Grasp Grik4 0.215526046987
Grasp Kalrn 0.159663865546
Grasp Iqcg 0.249496981891
Grasp Syn1 0.274647887324
Grasp Grin2a 0.166666666667
Grasp Cacna1a 0.126582278481
Grasp Orai1 0.264108352144
Grasp Erbb4 0.183908045977
Grasp Myo5a 0.149542764927
Grasp Lrrtm4 0.246081504702
Grasp Adcy3 0.192967409949
Grasp Dlgap1 0.209645669291
Grasp Dlgap2 0.205390334572
Grasp Ppp3cb 0.266323024055
Grasp Tiam1 0.267884322679
Grasp Dlgap4 0.214073339941
Grasp Abhd6 0.257709251101
Grasp Grm5 0.192751235585
Grasp Nrxn3 0.162981680354
Grasp Shisa9 0.273453093812
Grasp Arhgap32 0.141423793598
Grasp Nrxn1 0.27052238806
Grasp Ryr1 0.0738681493249
Grasp Adam23 0.232288037166
Grasp Creb1 0.27293064877
Grasp Cacna1e 0.13125548727
Efnb2 Rhoc 0.24011299435
Efnb2 Braf 0.211491442543
Efnb2 Scrib 0.137372525495
Efnb2 Grin2d 0.154076290202
Efnb2 Grik5 0.192113245703
Efnb2 Htr3a 0.260550458716
Efnb2 Mapk14 0.269320843091
Efnb2 Prkacb 0.273542600897
Efnb2 App 0.210674157303
Efnb2 Prkaca 0.267639902676
Efnb2 Cav1 0.233983286908
Efnb2 Rhoa 0.245125348189
Efnb2 Pten 0.271334792123
Efnb2 Camk1g 0.259765625
Efnb2 Nos2 0.180795847751
Efnb2 Dlg4 0.21832884097
Efnb2 Cacng2 0.27
Efnb2 Calm3 0.219298245614
Efnb2 Ifngr1 0.250980392157
Efnb2 Mdm2 0.241312741313
Efnb2 Dbnl 0.260606060606
Efnb2 Nrcam 0.178092986604
Efnb2 Fkbp1b 0.190058479532
Efnb2 Cacng4 0.266343825666
Efnb2 Ryr2 0.0650422875554
Efnb2 Nefl 0.227758007117
Efnb2 Adcy8 0.167456556082
Efnb2 Pde1b 0.250877192982
Efnb2 Arc 0.253303964758
Efnb2 Mylk 0.130501535312
Efnb2 Ifngr2 0.277511961722
Efnb2 Hsp90ab1 0.215739484396
Efnb2 Cnih2 0.21676300578
Efnb2 Sacm1l 0.239344262295
Efnb2 Hras 0.251396648045
Efnb2 Phkg1 0.257080610022
Efnb2 Gria4 0.208695652174
Efnb2 Zap70 0.236476043277
Efnb2 Olfm1 0.269961977186
Efnb2 Grin1 0.19644723093
Efnb2 Scn2a1 0.125498007968
Efnb2 Lin7c 0.247887323944
Efnb2 Mylk2 0.217729393468
Efnb2 Src 0.26017699115
Efnb2 Nras 0.24791086351
Efnb2 Casq2 0.247288503254
Efnb2 Slc9a1 0.217598097503
Efnb2 Grik3 0.207006369427
Efnb2 Cdk5 0.261904761905
Efnb2 Nos3 0.168734491315
Efnb2 Atp2a2 0.193032015066
Efnb2 Itpr1 0.101454545455
Efnb2 Kras 0.245070422535
Efnb2 Camk1 0.264840182648
Efnb2 Phkg2 0.255913978495
Efnb2 Ptpn5 0.24347826087
Efnb2 Phka2 0.172829581994
Efnb2 Acta1 0.264705882353
Efnb2 Olfm2 0.259557344064
Efnb2 Rasgrf1 0.170196078431
Efnb2 Dapk2 0.272935779817
Efnb2 Myo6 0.163120567376
Efnb2 Camk1d 0.269736842105
Efnb2 Fkbp1a 0.191740412979
Efnb2 Grm1 0.18038237739
Efnb2 Lyn 0.254512635379
Efnb2 Map3k7 0.248037676609
Efnb2 Nrn1 0.220289855072
Efnb2 Rras 0.244565217391
Efnb2 Gria1 0.202600216685
Efnb2 Akap9 0.0775337390844
Efnb2 Camk4 0.246520874751
Efnb2 Lrfn2 0.219059405941
Efnb2 Grin3b 0.185840707965
Efnb2 Calm2 0.219298245614
Efnb2 Phkb 0.183729433272
Efnb2 Eps8 0.214541120381
Efnb2 Nlgn2 0.208624708625
Efnb2 Ppp3ca 0.249560632689
Efnb2 Abhd12 0.268292682927
Efnb2 Adam22 0.208988764045
Efnb2 Neto1 0.246891651865
Efnb2 Vwc2l 0.237430167598
Efnb2 Llgl1 0.187732342007
Efnb2 Olfm3 0.273422562141
Efnb2 Phka1 0.173215717723
Efnb2 Cit 0.120446818844
Efnb2 Grin2b 0.154929577465
Efnb2 Kcnq3 0.199546485261
Efnb2 Ifng 0.216524216524
Efnb2 Adam10 0.209635416667
Efnb2 Dlg1 0.196825396825
Efnb2 Jak2 0.18118466899
Efnb2 Nlgn3 0.210023866348
Efnb2 Stat1 0.22294654498
Efnb2 Rhob 0.243767313019
Efnb2 Actn2 0.20154185022
Efnb2 Kcnn2 0.194638694639
Efnb2 Syp 0.255874673629
Efnb2 Cpt1c 0.21717791411
Efnb2 Shisa6 0.242805755396
Efnb2 Camk2g 0.25129982669
Efnb2 Grik1 0.205752212389
Efnb2 Yes1 0.250889679715
Efnb2 Hsf1 0.270718232044
Efnb2 Nlgn1 0.212226066897
Efnb2 Gria2 0.215883668904
Efnb2 Cav3 0.211594202899
Efnb2 Gria3 0.211920529801
Efnb2 Grin3a 0.174490699734
Efnb2 Map2 0.26326129666
Efnb2 Dapk1 0.159248956885
Efnb2 Porcn 0.258130081301
Efnb2 Calml3 0.218390804598
Efnb2 Asph 0.211360634082
Efnb2 Ppp3cc 0.245551601423
Efnb2 Kcnh1 0.198207171315
Efnb2 Apc 0.0991561181435
Efnb2 Ntrk2 0.217494089835
Efnb2 Htt 0.0945209868632
Efnb2 Rac1 0.239316239316
Efnb2 Syngap1 0.160356347439
Efnb2 Cacng3 0.270072992701
Efnb2 Slc17a7 0.245
Efnb2 Lgi1 0.243697478992
Efnb2 Dlg3 0.207897793264
Efnb2 Mapk12 0.269841269841
Efnb2 Ncald 0.238764044944
Efnb2 Ryr3 0.0656710310966
Efnb2 Camkk1 0.250922509225
Efnb2 Hsp90aa1 0.222371967655
Efnb2 Map1a 0.0918739635158
Efnb2 Akap5 0.209090909091
Efnb2 Trdn 0.221914008322
Efnb2 Rasgrf2 0.176372712146
Efnb2 Fyn 0.248695652174
Efnb2 Fgf12 0.260273972603
Efnb2 Kif13b 0.132321041215
Efnb2 Llgl2 0.187439613527
Efnb2 Plcg1 0.166031987814
Efnb2 Epb4.1l1 0.203559510567
Efnb2 Trpv1 0.214202561118
Efnb2 Ppp1cc 0.278195488722
Efnb2 Nos1 0.157571623465
Efnb2 Pde1a 0.248062015504
Efnb2 Rapgef4 0.191658391261
Efnb2 Jak1 0.181662382177
Efnb2 Camk2a 0.249034749035
Efnb2 Apc2 0.114967462039
Efnb2 Grik2 0.205850487541
Efnb2 Ephb2 0.196215139442
Efnb2 Shank2 0.130222463375
Efnb2 Dlgap3 0.188698284561
Efnb2 Camk2d 0.246350364964
Efnb2 Grin2c 0.162510056315
Efnb2 Kcnj16 0.260593220339
Efnb2 Lrp8 0.205215419501
Efnb2 Dlg2 0.209006928406
Efnb2 Ube3a 0.205882352941
Efnb2 Shank1 0.112903225806
Efnb2 Lrfn1 0.218390804598
Efnb2 Shank3 0.130049806309
Efnb2 Vwc2 0.259900990099
Efnb2 Camk2b 0.251712328767
Efnb2 Calm1 0.219298245614
Efnb2 Gphn 0.223484848485
Efnb2 Ptk2b 0.188292682927
Efnb2 Camkk2 0.24823943662
Efnb2 Cacna1s 0.130316248637
Efnb2 Cacna1d 0.11865189289
Efnb2 Cacna1c 0.116352201258
Efnb2 Nrxn2 0.141348973607
Efnb2 Lrfn4 0.231595092025
Efnb2 Grik4 0.194386694387
Efnb2 Kalrn 0.139577039275
Efnb2 Iqcg 0.237394957983
Efnb2 Syn1 0.223188405797
Efnb2 Grin2a 0.156037991859
Efnb2 Cacna1a 0.111017306881
Efnb2 Orai1 0.256723716381
Efnb2 Erbb4 0.171143514965
Efnb2 Myo5a 0.135091496233
Efnb2 Lrrtm4 0.260869565217
Efnb2 Adcy3 0.178046672429
Efnb2 Dlgap1 0.187314172448
Efnb2 Dlgap2 0.177570093458
Efnb2 Ppp3cb 0.245183887916
Efnb2 Tiam1 0.236196319018
Efnb2 Dlgap4 0.18163869694
Efnb2 Abhd6 0.254320987654
Efnb2 Grm5 0.176859504132
Efnb2 Nrxn3 0.154822335025
Efnb2 Shisa9 0.269807280514
Efnb2 Arhgap32 0.122254059217
Efnb2 Nrxn1 0.262230919765
Efnb2 Ryr1 0.0637537239325
Efnb2 Adam23 0.209302325581
Efnb2 Creb1 0.261501210654
Efnb2 Cacna1e 0.114725274725
Rhoc Braf 0.160049627792
Rhoc Scrib 0.0954381752701
Rhoc Grin2d 0.11186696901
Rhoc Grik5 0.140672782875
Rhoc Htr3a 0.211155378486
Rhoc Mapk14 0.229333333333
Rhoc Prkacb 0.221951219512
Rhoc App 0.17094017094
Rhoc Prkaca 0.230985915493
Rhoc Cav1 0.275555555556
Rhoc Rhoa 0.917948717949
Rhoc Pten 0.22572815534
Rhoc Camk1g 0.220408163265
Rhoc Nos2 0.125
Rhoc Dlg4 0.180192572215
Rhoc Cacng2 0.251461988304
Rhoc Calm3 0.272727272727
Rhoc Ifngr1 0.211618257261
Rhoc Mdm2 0.210101010101
Rhoc Dbnl 0.210989010989
Rhoc Nrcam 0.118630573248
Rhoc Fkbp1b 0.231527093596
Rhoc Cacng4 0.239766081871
Rhoc Ryr2 0.0388642770842
Rhoc Nefl 0.185454545455
Rhoc Adcy8 0.1224
Rhoc Pde1b 0.196721311475
Rhoc Arc 0.230958230958
Rhoc Mylk 0.0871794871795
Rhoc Ifngr2 0.24
Rhoc Hsp90ab1 0.173076923077
Rhoc Cnih2 0.248847926267
Rhoc Sacm1l 0.191596638655
Rhoc Hras 0.371179039301
Rhoc Phkg1 0.231343283582
Rhoc Gria4 0.156560088203
Rhoc Zap70 0.199677938808
Rhoc Olfm1 0.202429149798
Rhoc Grin1 0.15302869288
Rhoc Scn2a1 0.0837487537388
Rhoc Lin7c 0.284482758621
Rhoc Mylk2 0.176661264182
Rhoc Src 0.204419889503
Rhoc Nras 0.375
Rhoc Casq2 0.220657276995
Rhoc Slc9a1 0.159173754557
Rhoc Grik3 0.151679306609
Rhoc Cdk5 0.258566978193
Rhoc Nos3 0.121161825726
Rhoc Atp2a2 0.135885167464
Rhoc Itpr1 0.0669334303383
Rhoc Kras 0.370044052863
Rhoc Camk1 0.240208877285
Rhoc Phkg2 0.22619047619
Rhoc Ptpn5 0.197080291971
Rhoc Phka2 0.122778675283
Rhoc Acta1 0.231738035264
Rhoc Olfm2 0.21645021645
Rhoc Rasgrf1 0.120662460568
Rhoc Dapk2 0.25322997416
Rhoc Myo6 0.12034837688
Rhoc Camk1d 0.237623762376
Rhoc Fkbp1a 0.247572815534
Rhoc Grm1 0.122602168474
Rhoc Lyn 0.212765957447
Rhoc Map3k7 0.190938511327
Rhoc Nrn1 0.258373205742
Rhoc Rras 0.344
Rhoc Gria1 0.157315731573
Rhoc Akap9 0.0500132310135
Rhoc Camk4 0.22520661157
Rhoc Lrfn2 0.157303370787
Rhoc Grin3b 0.134920634921
Rhoc Calm2 0.272727272727
Rhoc Phkb 0.135904499541
Rhoc Eps8 0.157958687728
Rhoc Nlgn2 0.152562574493
Rhoc Ppp3ca 0.211320754717
Rhoc Abhd12 0.224691358025
Rhoc Adam22 0.150401836969
Rhoc Neto1 0.204044117647
Rhoc Vwc2l 0.287878787879
Rhoc Llgl1 0.135338345865
Rhoc Olfm3 0.218106995885
Rhoc Phka1 0.125301204819
Rhoc Cit 0.0812652068127
Rhoc Grin2b 0.109311740891
Rhoc Kcnq3 0.150513112885
Rhoc Ifng 0.27149321267
Rhoc Adam10 0.167989417989
Rhoc Dlg1 0.149301825994
Rhoc Jak2 0.133802816901
Rhoc Nlgn3 0.158212560386
Rhoc Stat1 0.158034528552
Rhoc Rhob 0.833333333333
Rhoc Actn2 0.15144766147
Rhoc Kcnn2 0.140995260664
Rhoc Syp 0.234756097561
Rhoc Cpt1c 0.15625
Rhoc Shisa6 0.196629213483
Rhoc Camk2g 0.21200750469
Rhoc Grik1 0.149667405765
Rhoc Yes1 0.199637023593
Rhoc Hsf1 0.208015267176
Rhoc Nlgn1 0.153846153846
Rhoc Gria2 0.152714932127
Rhoc Cav3 0.27397260274
Rhoc Gria3 0.15134529148
Rhoc Grin3a 0.132379248658
Rhoc Map2 0.209445585216
Rhoc Dapk1 0.112430167598
Rhoc Porcn 0.208955223881
Rhoc Calml3 0.27802690583
Rhoc Asph 0.167560321716
Rhoc Ppp3cc 0.209615384615
Rhoc Kcnh1 0.146316851665
Rhoc Apc 0.0633134013366
Rhoc Ntrk2 0.164648910412
Rhoc Htt 0.0596153846154
Rhoc Rac1 0.589108910891
Rhoc Syngap1 0.110365398956
Rhoc Cacng3 0.246951219512
Rhoc Slc17a7 0.190812720848
Rhoc Lgi1 0.207446808511
Rhoc Dlg3 0.157276995305
Rhoc Mapk12 0.248041775457
Rhoc Ncald 0.264822134387
Rhoc Ryr3 0.0394844517185
Rhoc Camkk1 0.20703125
Rhoc Hsp90aa1 0.172320217096
Rhoc Map1a 0.0603848706038
Rhoc Akap5 0.151715039578
Rhoc Trdn 0.162857142857
Rhoc Rasgrf2 0.125944584383
Rhoc Fyn 0.201465201465
Rhoc Fgf12 0.265917602996
Rhoc Kif13b 0.0916983179598
Rhoc Llgl2 0.141747572816
Rhoc Plcg1 0.121932515337
Rhoc Epb4.1l1 0.153325817362
Rhoc Trpv1 0.1567695962
Rhoc Ppp1cc 0.262390670554
Rhoc Nos1 0.108532423208
Rhoc Pde1a 0.213389121339
Rhoc Rapgef4 0.145436308927
Rhoc Jak1 0.132352941176
Rhoc Camk2a 0.229338842975
Rhoc Apc2 0.0746851932262
Rhoc Grik2 0.152412280702
Rhoc Ephb2 0.140546006067
Rhoc Shank2 0.090711569799
Rhoc Dlgap3 0.132924335378
Rhoc Camk2d 0.218568665377
Rhoc Grin2c 0.119967793881
Rhoc Kcnj16 0.220930232558
Rhoc Lrp8 0.150857142857
Rhoc Dlg2 0.161592505855
Rhoc Ube3a 0.159817351598
Rhoc Shank1 0.0733733271804
Rhoc Lrfn1 0.154746423927
Rhoc Shank3 0.0875346260388
Rhoc Vwc2 0.251445086705
Rhoc Camk2b 0.213893967093
Rhoc Calm1 0.272727272727
Rhoc Gphn 0.169665809769
Rhoc Ptk2b 0.141012909633
Rhoc Camkk2 0.199637023593
Rhoc Cacna1s 0.0906608410705
Rhoc Cacna1d 0.0788745387454
Rhoc Cacna1c 0.0783078307831
Rhoc Nrxn2 0.0967741935484
Rhoc Lrfn4 0.178403755869
Rhoc Grik4 0.14315569488
Rhoc Kalrn 0.0972809667674
Rhoc Iqcg 0.209302325581
Rhoc Syn1 0.166419019316
Rhoc Grin2a 0.109215017065
Rhoc Cacna1a 0.0738708315745
Rhoc Orai1 0.239875389408
Rhoc Erbb4 0.116512345679
Rhoc Myo5a 0.0890447922288
Rhoc Lrrtm4 0.179054054054
Rhoc Adcy3 0.127510917031
Rhoc Dlgap1 0.134673366834
Rhoc Dlgap2 0.135593220339
Rhoc Ppp3cb 0.208566108007
Rhoc Tiam1 0.193343898574
Rhoc Dlgap4 0.138415245737
Rhoc Abhd6 0.250712250712
Rhoc Grm5 0.126245847176
Rhoc Nrxn3 0.102482495226
Rhoc Shisa9 0.212328767123
Rhoc Arhgap32 0.0828147438966
Rhoc Nrxn1 0.209205020921
Rhoc Ryr1 0.0383316782522
Rhoc Adam23 0.152662721893
Rhoc Creb1 0.230769230769
Rhoc Cacna1e 0.0752309722833
Braf Scrib 0.227405247813
Braf Grin2d 0.250357653791
Braf Grik5 0.263157894737
Braf Htr3a 0.25
Braf Mapk14 0.215827338129
Braf Prkacb 0.230955259976
Braf App 0.257608695652
Braf Prkaca 0.214805825243
Braf Cav1 0.155279503106
Braf Rhoa 0.157372986369
Braf Pten 0.22623345367
Braf Camk1g 0.244418331375
Braf Nos2 0.266558966074
Braf Dlg4 0.272823779193
Braf Cacng2 0.20981595092
Braf Calm3 0.137206427689
Braf Ifngr1 0.241420118343
Braf Mdm2 0.250577367206
Braf Dbnl 0.235294117647
Braf Nrcam 0.255865102639
Braf Fkbp1b 0.108208955224
Braf Cacng4 0.20802919708
Braf Ryr2 0.125427135678
Braf Nefl 0.242969628796
Braf Adcy8 0.255208333333
Braf Pde1b 0.255630630631
Braf Arc 0.238841978287
Braf Mylk 0.22027972028
Braf Ifngr2 0.220731707317
Braf Hsp90ab1 0.268656716418
Braf Cnih2 0.137206427689
Braf Sacm1l 0.268292682927
Braf Hras 0.154511742892
Braf Phkg1 0.231866825208
Braf Gria4 0.2741165234
Braf Zap70 0.285057471264
Braf Olfm1 0.245551601423
Braf Grin1 0.272222222222
Braf Scn2a1 0.20488997555
Braf Lin7c 0.16604708798
Braf Mylk2 0.271111111111
Braf Src 0.283062645012
Braf Nras 0.154511742892
Braf Casq2 0.22619047619
Braf Slc9a1 0.273096446701
Braf Grik3 0.271310724106
Braf Cdk5 0.208536585366
Braf Nos3 0.256651017214
Braf Atp2a2 0.267543859649
Braf Itpr1 0.178545716343
Braf Kras 0.153086419753
Braf Camk1 0.221692491061
Braf Phkg2 0.234523809524
Braf Ptpn5 0.251455180442
Braf Phka2 0.259701492537
Braf Acta1 0.223952095808
Braf Olfm2 0.239759036145
Braf Rasgrf1 0.26070901034
Braf Dapk2 0.231046931408
Braf Myo6 0.248327137546
Braf Camk1d 0.227272727273
Braf Fkbp1a 0.110696517413
Braf Grm1 0.250581846393
Braf Lyn 0.278436018957
Braf Map3k7 0.265126512651
Braf Nrn1 0.135572139303
Braf Rras 0.172839506173
Braf Gria1 0.27619047619
Braf Akap9 0.147865050079
Braf Camk4 0.24617196702
Braf Lrfn2 0.273748723187
Braf Grin3b 0.273534635879
Braf Calm2 0.137206427689
Braf Phkb 0.269005847953
Braf Eps8 0.274490785645
Braf Nlgn2 0.278931750742
Braf Ppp3ca 0.253179190751
Braf Abhd12 0.234803337306
Braf Adam22 0.271332694151
Braf Neto1 0.254375729288
Braf Vwc2l 0.158866995074
Braf Llgl1 0.273728813559
Braf Olfm3 0.247386759582
Braf Phka1 0.262679788039
Braf Cit 0.206371849738
Braf Grin2b 0.238989637306
Braf Kcnq3 0.28612716763
Braf Ifng 0.140740740741
Braf Adam10 0.271428571429
Braf Dlg1 0.274635036496
Braf Jak2 0.26731078905
Braf Nlgn3 0.27380952381
Braf Stat1 0.266171792153
Braf Rhob 0.159259259259
Braf Actn2 0.265384615385
Braf Kcnn2 0.256461232604
Braf Syp 0.199275362319
Braf Cpt1c 0.275510204082
Braf Shisa6 0.255972696246
Braf Camk2g 0.261072261072
Braf Grik1 0.267723880597
Braf Yes1 0.276497695853
Braf Hsf1 0.255220417633
Braf Nlgn1 0.270029673591
Braf Gria2 0.274102079395
Braf Cav3 0.130597014925
Braf Gria3 0.27229601518
Braf Grin3a 0.266994266994
Braf Map2 0.253819036428
Braf Dapk1 0.241333333333
Braf Porcn 0.236494597839
Braf Calml3 0.140024783147
Braf Asph 0.280123583934
Braf Ppp3cc 0.246260069045
Braf Kcnh1 0.27296819788
Braf Apc 0.174991267901
Braf Ntrk2 0.288711288711
Braf Htt 0.168099331423
Braf Rac1 0.158024691358
Braf Syngap1 0.247712878255
Braf Cacng3 0.207317073171
Braf Slc17a7 0.249419953596
Braf Lgi1 0.263218390805
Braf Dlg3 0.27881773399
Braf Mapk12 0.219393939394
Braf Ncald 0.163995067818
Braf Ryr3 0.128189426414
Braf Camkk1 0.266044340723
Braf Hsp90aa1 0.261855670103
Braf Map1a 0.167214191853
Braf Akap5 0.266806722689
Braf Trdn 0.253191489362
Braf Rasgrf2 0.267080745342
Braf Fyn 0.279816513761
Braf Fgf12 0.183271832718
Braf Kif13b 0.218981972428
Braf Llgl2 0.278546712803
Braf Plcg1 0.252898550725
Braf Epb4.1l1 0.27374301676
Braf Trpv1 0.271065989848
Braf Ppp1cc 0.213851761847
Braf Nos1 0.243225806452
Braf Pde1a 0.233689205219
Braf Rapgef4 0.266429840142
Braf Jak1 0.266141732283
Braf Camk2a 0.245508982036
Braf Apc2 0.199485199485
Braf Grik2 0.274881516588
Braf Ephb2 0.284921369103
Braf Shank2 0.221633085896
Braf Dlgap3 0.267086330935
Braf Camk2d 0.258064516129
Braf Grin2c 0.254326561324
Braf Kcnj16 0.233453670277
Braf Lrp8 0.271749755621
Braf Dlg2 0.2734375
Braf Ube3a 0.272727272727
Braf Shank1 0.199816681943
Braf Lrfn1 0.272138228942
Braf Shank3 0.222823147647
Braf Vwc2 0.200244200244
Braf Camk2b 0.257403189066
Braf Calm1 0.137206427689
Braf Gphn 0.279045643154
Braf Ptk2b 0.266608391608
Braf Camkk2 0.267373380448
Braf Cacna1s 0.212732095491
Braf Cacna1d 0.199635369189
Braf Cacna1c 0.197514425211
Braf Nrxn2 0.224
Braf Lrfn4 0.259711431743
Braf Grik4 0.267695099819
Braf Kalrn 0.227004716981
Braf Iqcg 0.235434007134
Braf Syn1 0.260485651214
Braf Grin2a 0.244155844156
Braf Cacna1a 0.195344970906
Braf Orai1 0.202166064982
Braf Erbb4 0.257857142857
Braf Myo5a 0.217962184874
Braf Lrrtm4 0.269751693002
Braf Adcy3 0.250806451613
Braf Dlgap1 0.271528998243
Braf Dlgap2 0.265494137353
Braf Ppp3cb 0.253537735849
Braf Tiam1 0.270300333704
Braf Dlgap4 0.275270758123
Braf Abhd6 0.216444981862
Braf Grm5 0.25247148289
Braf Nrxn3 0.231767614339
Braf Shisa9 0.227272727273
Braf Arhgap32 0.211420481359
Braf Nrxn1 0.244922341697
Braf Ryr1 0.121458292055
Braf Adam23 0.27
Braf Creb1 0.224637681159
Braf Cacna1e 0.197055002165
Scrib Grin2d 0.28694250403
Scrib Grik5 0.260227272727
Scrib Htr3a 0.182629387269
Scrib Mapk14 0.148898153663
Scrib Prkacb 0.153110047847
Scrib App 0.220199647681
Scrib Prkaca 0.138590203106
Scrib Cav1 0.0852340936375
Scrib Rhoa 0.0948379351741
Scrib Pten 0.151641791045
Scrib Camk1g 0.17619047619
Scrib Nos2 0.264066852368
Scrib Dlg4 0.230452674897
